+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | [Landorus-Therian]      |  110 |  50.46% |  49.09% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 58   | [Latios]                |    3 |   1.38% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Psychic                 |    1 |  33.33% | 100.00% |
| 1    | Ice Beam                |    1 |  33.33% | 100.00% |
| 1    | Earthquake              |    1 |  33.33% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Magnezone               |    2 |  66.67% | 100.00% |
| 1    | Clefable                |    2 |  66.67% | 100.00% |
| 3    | Toxapex                 |    1 |  33.33% | 100.00% |
| 3    | Gliscor                 |    1 |  33.33% | 100.00% |
| 3    | Greninja-*              |    1 |  33.33% | 100.00% |
| 3    | Kartana                 |    1 |  33.33% | 100.00% |
| 3    | Slowking                |    1 |  33.33% | 100.00% |
| 3    | Landorus-Therian        |    1 |  33.33% | 100.00% |
| 3    | Mew                     |    1 |  33.33% | 100.00% |
| 3    | Grimmsnarl              |    1 |  33.33% | 100.00% |
| 3    | Mawile                  |    1 |  33.33% | 100.00% |
| 3    | Necrozma                |    1 |  33.33% | 100.00% |
| 3    | Blacephalon             |    1 |  33.33% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Zeraora]               |    2 |   0.92% |  50.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Close Combat            |    1 |  50.00% |   0.00% |
| 1    | Plasma Fists            |    1 |  50.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Heatran                 |    1 |  50.00% | 100.00% |
| 1    | Garchomp                |    1 |  50.00% | 100.00% |
| 1    | Scizor                  |    1 |  50.00% | 100.00% |
| 1    | Tapu Fini               |    1 |  50.00% | 100.00% |
| 1    | Zapdos                  |    1 |  50.00% | 100.00% |
| 1    | Latias                  |    1 |  50.00% |   0.00% |
| 1    | Chansey                 |    1 |  50.00% |   0.00% |
| 1    | Reuniclus               |    1 |  50.00% |   0.00% |
| 1    | Skarmory                |    1 |  50.00% |   0.00% |
| 1    | Slowbro                 |    1 |  50.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Quagsire]              |    2 |   0.92% |  50.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Earthquake              |    1 |  50.00% | 100.00% |
| 1    | Protect                 |    1 |  50.00% |   0.00% |
| 1    | Scald                   |    1 |  50.00% |   0.00% |
| 1    | Seismic Toss            |    1 |  50.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Hatterene               |    1 |  50.00% | 100.00% |
| 1    | Shedinja                |    1 |  50.00% | 100.00% |
| 1    | Chansey                 |    1 |  50.00% | 100.00% |
| 1    | Skarmory                |    1 |  50.00% | 100.00% |
| 1    | Kyurem                  |    1 |  50.00% | 100.00% |
| 1    | Cresselia               |    1 |  50.00% |   0.00% |
| 1    | Corviknight             |    1 |  50.00% |   0.00% |
| 1    | Clefable                |    1 |  50.00% |   0.00% |
| 1    | Toxapex                 |    1 |  50.00% |   0.00% |
| 1    | Latias                  |    1 |  50.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Deoxys-Defense]        |    2 |   0.92% |  50.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Night Shade             |    2 | 100.00% |  50.00% |
| 2    | Cosmic Power            |    1 |  50.00% | 100.00% |
| 2    | Recover                 |    1 |  50.00% | 100.00% |
| 2    | Taunt                   |    1 |  50.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Ferrothorn              |    2 | 100.00% |  50.00% |
| 1    | Heatran                 |    2 | 100.00% |  50.00% |
| 1    | Landorus-Therian        |    2 | 100.00% |  50.00% |
| 1    | Latias                  |    2 | 100.00% |  50.00% |
| 1    | Tapu Fini               |    2 | 100.00% |  50.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Hippowdon]             |    2 |   0.92% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Earthquake              |    1 |  50.00% | 100.00% |
| 1    | Stealth Rock            |    1 |  50.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Skarmory                |    2 | 100.00% | 100.00% |
| 1    | Toxapex                 |    2 | 100.00% | 100.00% |
| 3    | Ditto                   |    1 |  50.00% | 100.00% |
| 3    | Reuniclus               |    1 |  50.00% | 100.00% |
| 3    | Hydreigon               |    1 |  50.00% | 100.00% |
| 3    | Tapu Lele               |    1 |  50.00% | 100.00% |
| 3    | Garchomp                |    1 |  50.00% | 100.00% |
| 3    | Excadrill               |    1 |  50.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Pyukumuku]             |    2 |   0.92% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Toxic                   |    1 |  50.00% |   0.00% |
| 1    | Mirror Coat             |    1 |  50.00% |   0.00% |
| 1    | Recover                 |    1 |  50.00% |   0.00% |
| 1    | Counter                 |    1 |  50.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Sableye                 |    2 | 100.00% |   0.00% |
| 1    | Chansey                 |    2 | 100.00% |   0.00% |
| 1    | Volcarona               |    2 | 100.00% |   0.00% |
| 1    | Corviknight             |    2 | 100.00% |   0.00% |
| 1    | Gliscor                 |    2 | 100.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Grimmsnarl]            |    2 |   0.92% |  50.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Light Screen            |    1 |  50.00% | 100.00% |
| 1    | Reflect                 |    1 |  50.00% | 100.00% |
| 1    | Taunt                   |    1 |  50.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Mew                     |    1 |  50.00% | 100.00% |
| 1    | Mawile                  |    1 |  50.00% | 100.00% |
| 1    | Necrozma                |    1 |  50.00% | 100.00% |
| 1    | Latios                  |    1 |  50.00% | 100.00% |
| 1    | Blacephalon             |    1 |  50.00% | 100.00% |
| 1    | Manaphy                 |    1 |  50.00% |   0.00% |
| 1    | Garchomp                |    1 |  50.00% |   0.00% |
| 1    | Kommo-o                 |    1 |  50.00% |   0.00% |
| 1    | Volcarona               |    1 |  50.00% |   0.00% |
| 1    | Kyurem                  |    1 |  50.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Ribombee]              |    2 |   0.92% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Sticky Web              |    2 | 100.00% |   0.00% |
| 2    | Moonblast               |    1 |  50.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Bisharp                 |    2 | 100.00% |   0.00% |
| 2    | Serperior               |    1 |  50.00% |   0.00% |
| 2    | Thundurus-Therian       |    1 |  50.00% |   0.00% |
| 2    | Charizard               |    1 |  50.00% |   0.00% |
| 2    | Manaphy                 |    1 |  50.00% |   0.00% |
| 2    | Kommo-o                 |    1 |  50.00% |   0.00% |
| 2    | Rampardos               |    1 |  50.00% |   0.00% |
| 2    | Tapu Lele               |    1 |  50.00% |   0.00% |
| 2    | Gyarados                |    1 |  50.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Buzzwole]              |    2 |   0.92% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Ice Punch               |    2 | 100.00% |   0.00% |
| 1    | Close Combat            |    2 | 100.00% |   0.00% |
| 3    | Earthquake              |    1 |  50.00% |   0.00% |
| 3    | Roost                   |    1 |  50.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Weavile                 |    2 | 100.00% |   0.00% |
| 2    | Charizard               |    1 |  50.00% |   0.00% |
| 2    | Slowbro                 |    1 |  50.00% |   0.00% |
| 2    | Corviknight             |    1 |  50.00% |   0.00% |
| 2    | Garchomp                |    1 |  50.00% |   0.00% |
| 2    | Latias                  |    1 |  50.00% |   0.00% |
| 2    | Tapu Fini               |    1 |  50.00% |   0.00% |
| 2    | Ferrothorn              |    1 |  50.00% |   0.00% |
| 2    | Landorus-Therian        |    1 |  50.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Beedrill]              |    2 |   0.92% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | U-turn                  |    2 | 100.00% |   0.00% |
| 1    | Knock Off               |    2 | 100.00% |   0.00% |
| 3    | Poison Jab              |    1 |  50.00% |   0.00% |
| 3    | Drill Run               |    1 |  50.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Magnezone               |    2 | 100.00% |   0.00% |
| 2    | Rillaboom               |    1 |  50.00% |   0.00% |
| 2    | Gliscor                 |    1 |  50.00% |   0.00% |
| 2    | Slowbro                 |    1 |  50.00% |   0.00% |
| 2    | Chansey                 |    1 |  50.00% |   0.00% |
| 2    | Landorus-Therian        |    1 |  50.00% |   0.00% |
| 2    | Tapu Koko               |    1 |  50.00% |   0.00% |
| 2    | Zapdos                  |    1 |  50.00% |   0.00% |
| 2    | Tapu Fini               |    1 |  50.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Pinsir]                |    2 |   0.92% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Earthquake              |    1 |  50.00% | 100.00% |
| 1    | Frustration             |    1 |  50.00% | 100.00% |
| 1    | Quick Attack            |    1 |  50.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Greninja-*              |    2 | 100.00% | 100.00% |
| 2    | Diggersby               |    1 |  50.00% | 100.00% |
| 2    | Magnezone               |    1 |  50.00% | 100.00% |
| 2    | Clefable                |    1 |  50.00% | 100.00% |
| 2    | Mantine                 |    1 |  50.00% | 100.00% |
| 2    | Tapu Koko               |    1 |  50.00% | 100.00% |
| 2    | Landorus-Therian        |    1 |  50.00% | 100.00% |
| 2    | Jirachi                 |    1 |  50.00% | 100.00% |
| 2    | Kommo-o                 |    1 |  50.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Araquanid]             |    2 |   0.92% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Liquidation             |    2 | 100.00% | 100.00% |
| 1    | Sticky Web              |    2 | 100.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |    2 | 100.00% | 100.00% |
| 1    | Tapu Lele               |    2 | 100.00% | 100.00% |
| 1    | Xurkitree               |    2 | 100.00% | 100.00% |
| 1    | Mawile                  |    2 | 100.00% | 100.00% |
| 1    | Kartana                 |    2 | 100.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Xurkitree]             |    2 |   0.92% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Tail Glow               |    1 |  50.00% | 100.00% |
| 1    | Thunderbolt             |    1 |  50.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |    2 | 100.00% | 100.00% |
| 1    | Araquanid               |    2 | 100.00% | 100.00% |
| 1    | Tapu Lele               |    2 | 100.00% | 100.00% |
| 1    | Mawile                  |    2 | 100.00% | 100.00% |
| 1    | Kartana                 |    2 | 100.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Slowking]              |    2 |   0.92% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Teleport                |    2 | 100.00% | 100.00% |
| 2    | Scald                   |    1 |  50.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Latios                  |    1 |  50.00% | 100.00% |
| 1    | Kartana                 |    1 |  50.00% | 100.00% |
| 1    | Magnezone               |    1 |  50.00% | 100.00% |
| 1    | Landorus-Therian        |    1 |  50.00% | 100.00% |
| 1    | Clefable                |    1 |  50.00% | 100.00% |
| 1    | Garchomp                |    1 |  50.00% | 100.00% |
| 1    | Charizard               |    1 |  50.00% | 100.00% |
| 1    | Greninja-*              |    1 |  50.00% | 100.00% |
| 1    | Tapu Koko               |    1 |  50.00% | 100.00% |
| 1    | Corviknight             |    1 |  50.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Moltres]               |    2 |   0.92% |  50.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Scorching Sands         |    1 |  50.00% | 100.00% |
| 1    | Flamethrower            |    1 |  50.00% | 100.00% |
| 1    | Substitute              |    1 |  50.00% | 100.00% |
| 1    | Roost                   |    1 |  50.00% | 100.00% |
| 1    | U-turn                  |    1 |  50.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Lopunny                 |    2 | 100.00% |  50.00% |
| 1    | Melmetal                |    2 | 100.00% |  50.00% |
| 3    | Gastrodon               |    1 |  50.00% | 100.00% |
| 3    | Clefable                |    1 |  50.00% | 100.00% |
| 3    | Skarmory                |    1 |  50.00% | 100.00% |
| 3    | Garchomp                |    1 |  50.00% |   0.00% |
| 3    | Decidueye               |    1 |  50.00% |   0.00% |
| 3    | Tapu Fini               |    1 |  50.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 67   | [Jirachi]               |    2 |   0.92% |  50.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | U-turn                  |    1 |  50.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Kommo-o                 |    2 | 100.00% |  50.00% |
| 1    | Landorus-Therian        |    2 | 100.00% |  50.00% |
| 3    | Tapu Koko               |    1 |  50.00% | 100.00% |
| 3    | Pinsir                  |    1 |  50.00% | 100.00% |
| 3    | Greninja-*              |    1 |  50.00% | 100.00% |
| 3    | Charizard               |    1 |  50.00% |   0.00% |
| 3    | Serperior               |    1 |  50.00% |   0.00% |
| 3    | Tapu Lele               |    1 |  50.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 82   | [Shedinja]              |    1 |   0.46% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Poltergeist             |    1 | 100.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Hatterene               |    1 | 100.00% | 100.00% |
| 1    | Quagsire                |    1 | 100.00% | 100.00% |
| 1    | Chansey                 |    1 | 100.00% | 100.00% |
| 1    | Skarmory                |    1 | 100.00% | 100.00% |
| 1    | Kyurem                  |    1 | 100.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 82   | [Heracross]             |    1 |   0.46% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Rock Blast              |    1 | 100.00% | 100.00% |
| 1    | Swords Dance            |    1 | 100.00% | 100.00% |
| 1    | Close Combat            |    1 | 100.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Cresselia               |    1 | 100.00% | 100.00% |
| 1    | Tapu Fini               |    1 | 100.00% | 100.00% |
| 1    | Garchomp                |    1 | 100.00% | 100.00% |
| 1    | Zapdos                  |    1 | 100.00% | 100.00% |
| 1    | Kartana                 |    1 | 100.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 82   | [Seismitoad]            |    1 |   0.46% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Stealth Rock            |    1 | 100.00% | 100.00% |
| 1    | Earthquake              |    1 | 100.00% | 100.00% |
| 1    | Scald                   |    1 | 100.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Venusaur                |    1 | 100.00% | 100.00% |
| 1    | Tapu Koko               |    1 | 100.00% | 100.00% |
| 1    | Heatran                 |    1 | 100.00% | 100.00% |
| 1    | Skarmory                |    1 | 100.00% | 100.00% |
| 1    | Cresselia               |    1 | 100.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 82   | [Hoopa-Unbound]         |    1 |   0.46% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Hyperspace Fury         |    1 | 100.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Tapu Fini               |    1 | 100.00% |   0.00% |
| 1    | Kartana                 |    1 | 100.00% |   0.00% |
| 1    | Heatran                 |    1 | 100.00% |   0.00% |
| 1    | Landorus-Therian        |    1 | 100.00% |   0.00% |
| 1    | Greninja-*              |    1 | 100.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 82   | [Azumarill]             |    1 |   0.46% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Z-Belly Drum            |    1 | 100.00% |   0.00% |
| 1    | Aqua Jet                |    1 | 100.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Pelipper                |    1 | 100.00% |   0.00% |
| 1    | Swampert                |    1 | 100.00% |   0.00% |
| 1    | Cresselia               |    1 | 100.00% |   0.00% |
| 1    | Zapdos                  |    1 | 100.00% |   0.00% |
| 1    | Melmetal                |    1 | 100.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 82   | [Diggersby]             |    1 |   0.46% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Pinsir                  |    1 | 100.00% | 100.00% |
| 1    | Magnezone               |    1 | 100.00% | 100.00% |
| 1    | Clefable                |    1 | 100.00% | 100.00% |
| 1    | Mantine                 |    1 | 100.00% | 100.00% |
| 1    | Greninja-*              |    1 | 100.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 82   | [Mantine]               |    1 |   0.46% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Scald                   |    1 | 100.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Pinsir                  |    1 | 100.00% | 100.00% |
| 1    | Diggersby               |    1 | 100.00% | 100.00% |
| 1    | Magnezone               |    1 | 100.00% | 100.00% |
| 1    | Clefable                |    1 | 100.00% | 100.00% |
| 1    | Greninja-*              |    1 | 100.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 82   | [Nihilego]              |    1 |   0.46% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Power Gem               |    1 | 100.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Rotom-Wash              |    1 | 100.00% | 100.00% |
| 1    | Bisharp                 |    1 | 100.00% | 100.00% |
| 1    | Landorus-Therian        |    1 | 100.00% | 100.00% |
| 1    | Volcarona               |    1 | 100.00% | 100.00% |
| 1    | Kartana                 |    1 | 100.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 82   | [Porygon2]              |    1 |   0.46% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Trick Room              |    1 | 100.00% | 100.00% |
| 1    | Teleport                |    1 | 100.00% | 100.00% |
| 1    | Thunderbolt             |    1 | 100.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Hatterene               |    1 | 100.00% | 100.00% |
| 1    | Cresselia               |    1 | 100.00% | 100.00% |
| 1    | Melmetal                |    1 | 100.00% | 100.00% |
